PN,OD,ID,Height,AWG,Min Diameter,Nominal Diameter,Max Diameter,Effective Diameter,Turns,AL,Inductance,Fill Factor
596-90u,2.38582806,1.2992133,0.8070870499999999,22.0,0.0261,0.0266,0.027,0.027132,147,187.0,4040.883,0.061619716013774146
596-90u,2.38582806,1.2992133,0.8070870499999999,23.0,0.0234,0.0239,0.0243,0.024378,164,187.0,5029.552,0.05549817913486129
596-90u,2.38582806,1.2992133,0.8070870499999999,24.0,0.0209,0.0213,0.0217,0.021726,184,187.0,6331.072,0.04945567278951186
596-90u,2.38582806,1.2992133,0.8070870499999999,25.0,0.0186,0.019,0.0194,0.01938,207,187.0,8012.763,0.044270724749587834
596-90u,2.38582806,1.2992133,0.8070870499999999,26.0,0.0166,0.017,0.0173,0.01734,232,187.0,10065.088,0.03972143339101484
596-90u,2.38582806,1.2992133,0.8070870499999999,27.0,0.0149,0.0153,0.0156,0.015606,258,187.0,12447.468,0.03578010840540637
596-90u,2.38582806,1.2992133,0.8070870499999999,28.0,0.0133,0.0137,0.014,0.013974,288,187.0,15510.528,0.03202378833000175
596-90u,2.38582806,1.2992133,0.8070870499999999,29.0,0.0119,0.0123,0.0126,0.012546,322,187.0,19388.908,0.028860588261961227
596-90u,2.38582806,1.2992133,0.8070870499999999,30.0,0.0106,0.0109,0.0112,0.011118,363,187.0,24640.803,0.025550458938830234
596-90u,2.38582806,1.2992133,0.8070870499999999,31.0,0.0094,0.0097,0.01,0.009894,409,187.0,31281.547,0.022798478315745132
596-90u,2.38582806,1.2992133,0.8070870499999999,32.0,0.0085,0.0088,0.009,0.008976000000000001,451,187.0,38035.987,0.02069097569818466
596-90u,2.38582806,1.2992133,0.8070870499999999,33.0,0.0075,0.0078,0.0081,0.007956,509,187.0,48448.147,0.01834619782577042
596-90u,2.38582806,1.2992133,0.8070870499999999,34.0,0.0067,0.007,0.0072,0.0071400000000000005,568,187.0,60330.688,0.016488589281391314
596-90u,2.38582806,1.2992133,0.8070870499999999,35.0,0.0059,0.0062,0.0065,0.006324,642,187.0,77074.668,0.014620340644187622
596-90u,2.38582806,1.2992133,0.8070870499999999,36.0,0.0053,0.0056,0.0058,0.005712,711,187.0,94532.427,0.013209450117261096
596-125u,2.38582806,1.2992133,0.8070870499999999,10.0,0.1026,0.1037,0.1047,0.105774,35,259.0,317.275,0.22297934817581105
596-125u,2.38582806,1.2992133,0.8070870499999999,11.0,0.0915,0.0925,0.0936,0.09435,40,259.0,414.4,0.2027601207802593
596-125u,2.38582806,1.2992133,0.8070870499999999,12.0,0.0816,0.0825,0.0835,0.08415,45,259.0,524.475,0.18145105403280878
596-125u,2.38582806,1.2992133,0.8070870499999999,13.0,0.0729,0.0737,0.0746,0.075174,51,259.0,673.659,0.16411347302406798
596-125u,2.38582806,1.2992133,0.8070870499999999,14.0,0.0651,0.0659,0.0666,0.067218,57,259.0,841.491,0.1466509123949333
596-125u,2.38582806,1.2992133,0.8070870499999999,15.0,0.058,0.0587,0.0594,0.059874000000000004,65,259.0,1094.275,0.13268708206614047
596-125u,2.38582806,1.2992133,0.8070870499999999,16.0,0.0517,0.0524,0.0531,0.053448,73,259.0,1380.211,0.11874751185990697
596-125u,2.38582806,1.2992133,0.8070870499999999,17.0,0.0462,0.0469,0.0475,0.047838,82,259.0,1741.516,0.10685592847361934
596-125u,2.38582806,1.2992133,0.8070870499999999,18.0,0.0412,0.0418,0.0424,0.042636,92,259.0,2192.176,0.09523124790578005
596-125u,2.38582806,1.2992133,0.8070870499999999,19.0,0.0367,0.0373,0.0379,0.038046,104,259.0,2801.344,0.08572156423023569
596-125u,2.38582806,1.2992133,0.8070870499999999,20.0,0.0329,0.0335,0.034,0.034170000000000006,116,259.0,3485.104,0.07712349242745052
596-125u,2.38582806,1.2992133,0.8070870499999999,21.0,0.0293,0.0298,0.0303,0.030396,131,259.0,4444.699,0.06891962540002598
596-125u,2.38582806,1.2992133,0.8070870499999999,22.0,0.0261,0.0266,0.027,0.027132,147,259.0,5596.731,0.061619716013774146
596-125u,2.38582806,1.2992133,0.8070870499999999,23.0,0.0234,0.0239,0.0243,0.024378,164,259.0,6966.064,0.05549817913486129
596-125u,2.38582806,1.2992133,0.8070870499999999,24.0,0.0209,0.0213,0.0217,0.021726,184,259.0,8768.704,0.04945567278951186
596-125u,2.38582806,1.2992133,0.8070870499999999,25.0,0.0186,0.019,0.0194,0.01938,207,259.0,11097.891,0.044270724749587834
596-125u,2.38582806,1.2992133,0.8070870499999999,26.0,0.0166,0.017,0.0173,0.01734,232,259.0,13940.416,0.03972143339101484
596-125u,2.38582806,1.2992133,0.8070870499999999,27.0,0.0149,0.0153,0.0156,0.015606,258,259.0,17240.076,0.03578010840540637
596-125u,2.38582806,1.2992133,0.8070870499999999,28.0,0.0133,0.0137,0.014,0.013974,288,259.0,21482.496,0.03202378833000175
596-125u,2.38582806,1.2992133,0.8070870499999999,29.0,0.0119,0.0123,0.0126,0.012546,322,259.0,26854.156,0.028860588261961227
596-125u,2.38582806,1.2992133,0.8070870499999999,30.0,0.0106,0.0109,0.0112,0.011118,363,259.0,34128.171,0.025550458938830234
596-125u,2.38582806,1.2992133,0.8070870499999999,31.0,0.0094,0.0097,0.01,0.009894,409,259.0,43325.779,0.022798478315745132
596-125u,2.38582806,1.2992133,0.8070870499999999,32.0,0.0085,0.0088,0.009,0.008976000000000001,451,259.0,52680.859,0.02069097569818466
596-125u,2.38582806,1.2992133,0.8070870499999999,33.0,0.0075,0.0078,0.0081,0.007956,509,259.0,67101.979,0.01834619782577042
596-125u,2.38582806,1.2992133,0.8070870499999999,34.0,0.0067,0.007,0.0072,0.0071400000000000005,568,259.0,83559.616,0.016488589281391314
596-125u,2.38582806,1.2992133,0.8070870499999999,35.0,0.0059,0.0062,0.0065,0.006324,642,259.0,106750.476,0.014620340644187622
596-125u,2.38582806,1.2992133,0.8070870499999999,36.0,0.0053,0.0056,0.0058,0.005712,711,259.0,130929.939,0.013209450117261096
620-14u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,44.0,47.916,0.22783471212610684
620-14u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,44.0,63.536,0.20874472126622545
620-14u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,44.0,81.356,0.1878991400317854
620-14u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,44.0,105.644,0.1708753808394069
620-14u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,44.0,133.1,0.15334935669653518
620-14u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,44.0,169.136,0.13715648030272998
620-14u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,44.0,215.6,0.12339826507393516
620-14u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,44.0,267.696,0.11015107194606394
620-14u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,44.0,340.736,0.09871511947129315
620-14u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,44.0,431.244,0.08843034064602881
620-14u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,44.0,542.124,0.0799762492544028
620-14u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,44.0,687.5,0.0712674108159082
620-14u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,44.0,874.764,0.06405172430758493
620-14u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,44.0,1084.556,0.05757631875995067
620-14u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,44.0,1378.476,0.051556201572120916
620-14u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,44.0,1742.444,0.0461220622999327
620-14u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,44.0,2168.496,0.041190708014297014
620-14u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,44.0,2706.176,0.037272024441044965
620-14u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,44.0,3376.076,0.033378694230732614
620-14u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,44.0,4201.164,0.030013534470903783
620-14u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,44.0,5359.244,0.026621153070440797
620-14u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,44.0,6795.756,0.023740204663590288
620-14u,2.483859609,1.2480321699999999,1.020079291,32.0,0.0085,0.0088,0.009,0.008976000000000001,433,44.0,8249.516,0.02152790064521276
620-14u,2.483859609,1.2480321699999999,1.020079291,33.0,0.0075,0.0078,0.0081,0.007956,489,44.0,10521.324,0.01910057776681671
620-14u,2.483859609,1.2480321699999999,1.020079291,34.0,0.0067,0.007,0.0072,0.0071400000000000005,545,44.0,13069.1,0.017145139460734465
620-14u,2.483859609,1.2480321699999999,1.020079291,35.0,0.0059,0.0062,0.0065,0.006324,616,44.0,16696.064,0.015202413147212495
620-14u,2.483859609,1.2480321699999999,1.020079291,36.0,0.0053,0.0056,0.0058,0.005712,683,44.0,20525.516,0.013751345616653664
620-19u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,60.0,65.34,0.22783471212610684
620-19u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,60.0,86.64,0.20874472126622545
620-19u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,60.0,110.94,0.1878991400317854
620-19u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,60.0,144.06,0.1708753808394069
620-19u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,60.0,181.5,0.15334935669653518
620-19u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,60.0,230.64,0.13715648030272998
620-19u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,60.0,294.0,0.12339826507393516
620-19u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,60.0,365.04,0.11015107194606394
620-19u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,60.0,464.64,0.09871511947129315
620-19u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,60.0,588.06,0.08843034064602881
620-19u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,60.0,739.26,0.0799762492544028
620-19u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,60.0,937.5,0.0712674108159082
620-19u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,60.0,1192.86,0.06405172430758493
620-19u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,60.0,1478.94,0.05757631875995067
620-19u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,60.0,1879.74,0.051556201572120916
620-19u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,60.0,2376.06,0.0461220622999327
620-19u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,60.0,2957.04,0.041190708014297014
620-19u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,60.0,3690.24,0.037272024441044965
620-19u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,60.0,4603.74,0.033378694230732614
620-19u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,60.0,5728.86,0.030013534470903783
620-19u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,60.0,7308.06,0.026621153070440797
620-19u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,60.0,9266.94,0.023740204663590288
620-19u,2.483859609,1.2480321699999999,1.020079291,32.0,0.0085,0.0088,0.009,0.008976000000000001,433,60.0,11249.34,0.02152790064521276
620-19u,2.483859609,1.2480321699999999,1.020079291,33.0,0.0075,0.0078,0.0081,0.007956,489,60.0,14347.26,0.01910057776681671
620-19u,2.483859609,1.2480321699999999,1.020079291,34.0,0.0067,0.007,0.0072,0.0071400000000000005,545,60.0,17821.5,0.017145139460734465
620-19u,2.483859609,1.2480321699999999,1.020079291,35.0,0.0059,0.0062,0.0065,0.006324,616,60.0,22767.36,0.015202413147212495
620-19u,2.483859609,1.2480321699999999,1.020079291,36.0,0.0053,0.0056,0.0058,0.005712,683,60.0,27989.34,0.013751345616653664
620-26u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,82.0,89.298,0.22783471212610684
620-26u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,82.0,118.408,0.20874472126622545
620-26u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,82.0,151.618,0.1878991400317854
620-26u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,82.0,196.882,0.1708753808394069
620-26u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,82.0,248.05,0.15334935669653518
620-26u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,82.0,315.208,0.13715648030272998
620-26u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,82.0,401.8,0.12339826507393516
620-26u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,82.0,498.888,0.11015107194606394
620-26u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,82.0,635.008,0.09871511947129315
620-26u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,82.0,803.682,0.08843034064602881
620-26u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,82.0,1010.322,0.0799762492544028
620-26u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,82.0,1281.25,0.0712674108159082
620-26u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,82.0,1630.242,0.06405172430758493
620-26u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,82.0,2021.218,0.05757631875995067
620-26u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,82.0,2568.978,0.051556201572120916
620-26u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,82.0,3247.282,0.0461220622999327
620-26u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,82.0,4041.288,0.041190708014297014
620-26u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,82.0,5043.328,0.037272024441044965
620-26u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,82.0,6291.778,0.033378694230732614
620-26u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,82.0,7829.442,0.030013534470903783
620-26u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,82.0,9987.682,0.026621153070440797
620-26u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,82.0,12664.818,0.023740204663590288
620-26u,2.483859609,1.2480321699999999,1.020079291,32.0,0.0085,0.0088,0.009,0.008976000000000001,433,82.0,15374.098,0.02152790064521276
620-26u,2.483859609,1.2480321699999999,1.020079291,33.0,0.0075,0.0078,0.0081,0.007956,489,82.0,19607.922,0.01910057776681671
620-26u,2.483859609,1.2480321699999999,1.020079291,34.0,0.0067,0.007,0.0072,0.0071400000000000005,545,82.0,24356.05,0.017145139460734465
620-26u,2.483859609,1.2480321699999999,1.020079291,35.0,0.0059,0.0062,0.0065,0.006324,616,82.0,31115.392,0.015202413147212495
620-26u,2.483859609,1.2480321699999999,1.020079291,36.0,0.0053,0.0056,0.0058,0.005712,683,82.0,38252.098,0.013751345616653664
620-40u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,126.0,137.214,0.22783471212610684
620-40u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,126.0,181.944,0.20874472126622545
620-40u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,126.0,232.974,0.1878991400317854
620-40u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,126.0,302.526,0.1708753808394069
620-40u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,126.0,381.15,0.15334935669653518
620-40u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,126.0,484.344,0.13715648030272998
620-40u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,126.0,617.4,0.12339826507393516
620-40u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,126.0,766.584,0.11015107194606394
620-40u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,126.0,975.744,0.09871511947129315
620-40u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,126.0,1234.926,0.08843034064602881
620-40u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,126.0,1552.446,0.0799762492544028
620-40u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,126.0,1968.75,0.0712674108159082
620-40u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,126.0,2505.006,0.06405172430758493
620-40u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,126.0,3105.774,0.05757631875995067
620-40u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,126.0,3947.454,0.051556201572120916
620-40u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,126.0,4989.726,0.0461220622999327
620-40u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,126.0,6209.784,0.041190708014297014
620-40u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,126.0,7749.504,0.037272024441044965
620-40u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,126.0,9667.854,0.033378694230732614
620-40u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,126.0,12030.606,0.030013534470903783
620-40u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,126.0,15346.926,0.026621153070440797
620-40u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,126.0,19460.574,0.023740204663590288
620-40u,2.483859609,1.2480321699999999,1.020079291,32.0,0.0085,0.0088,0.009,0.008976000000000001,433,126.0,23623.614,0.02152790064521276
620-40u,2.483859609,1.2480321699999999,1.020079291,33.0,0.0075,0.0078,0.0081,0.007956,489,126.0,30129.246,0.01910057776681671
620-40u,2.483859609,1.2480321699999999,1.020079291,34.0,0.0067,0.007,0.0072,0.0071400000000000005,545,126.0,37425.15,0.017145139460734465
620-40u,2.483859609,1.2480321699999999,1.020079291,35.0,0.0059,0.0062,0.0065,0.006324,616,126.0,47811.456,0.015202413147212495
620-40u,2.483859609,1.2480321699999999,1.020079291,36.0,0.0053,0.0056,0.0058,0.005712,683,126.0,58777.614,0.013751345616653664
620-60u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,189.0,205.821,0.22783471212610684
620-60u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,189.0,272.916,0.20874472126622545
620-60u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,189.0,349.461,0.1878991400317854
620-60u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,189.0,453.789,0.1708753808394069
620-60u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,189.0,571.725,0.15334935669653518
620-60u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,189.0,726.516,0.13715648030272998
620-60u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,189.0,926.1,0.12339826507393516
620-60u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,189.0,1149.876,0.11015107194606394
620-60u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,189.0,1463.616,0.09871511947129315
620-60u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,189.0,1852.389,0.08843034064602881
620-60u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,189.0,2328.669,0.0799762492544028
620-60u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,189.0,2953.125,0.0712674108159082
620-60u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,189.0,3757.509,0.06405172430758493
620-60u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,189.0,4658.661,0.05757631875995067
620-60u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,189.0,5921.181,0.051556201572120916
620-60u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,189.0,7484.589,0.0461220622999327
620-60u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,189.0,9314.676,0.041190708014297014
620-60u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,189.0,11624.256,0.037272024441044965
620-60u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,189.0,14501.781,0.033378694230732614
620-60u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,189.0,18045.909,0.030013534470903783
620-60u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,189.0,23020.389,0.026621153070440797
620-60u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,189.0,29190.861,0.023740204663590288
620-60u,2.483859609,1.2480321699999999,1.020079291,32.0,0.0085,0.0088,0.009,0.008976000000000001,433,189.0,35435.421,0.02152790064521276
620-60u,2.483859609,1.2480321699999999,1.020079291,33.0,0.0075,0.0078,0.0081,0.007956,489,189.0,45193.869,0.01910057776681671
620-60u,2.483859609,1.2480321699999999,1.020079291,34.0,0.0067,0.007,0.0072,0.0071400000000000005,545,189.0,56137.725,0.017145139460734465
620-60u,2.483859609,1.2480321699999999,1.020079291,35.0,0.0059,0.0062,0.0065,0.006324,616,189.0,71717.184,0.015202413147212495
620-60u,2.483859609,1.2480321699999999,1.020079291,36.0,0.0053,0.0056,0.0058,0.005712,683,189.0,88166.421,0.013751345616653664
620-75u,2.483859609,1.2480321699999999,1.020079291,10.0,0.1026,0.1037,0.1047,0.105774,33,237.0,258.093,0.22783471212610684
620-75u,2.483859609,1.2480321699999999,1.020079291,11.0,0.0915,0.0925,0.0936,0.09435,38,237.0,342.228,0.20874472126622545
620-75u,2.483859609,1.2480321699999999,1.020079291,12.0,0.0816,0.0825,0.0835,0.08415,43,237.0,438.213,0.1878991400317854
620-75u,2.483859609,1.2480321699999999,1.020079291,13.0,0.0729,0.0737,0.0746,0.075174,49,237.0,569.037,0.1708753808394069
620-75u,2.483859609,1.2480321699999999,1.020079291,14.0,0.0651,0.0659,0.0666,0.067218,55,237.0,716.925,0.15334935669653518
620-75u,2.483859609,1.2480321699999999,1.020079291,15.0,0.058,0.0587,0.0594,0.059874000000000004,62,237.0,911.028,0.13715648030272998
620-75u,2.483859609,1.2480321699999999,1.020079291,16.0,0.0517,0.0524,0.0531,0.053448,70,237.0,1161.3,0.12339826507393516
620-75u,2.483859609,1.2480321699999999,1.020079291,17.0,0.0462,0.0469,0.0475,0.047838,78,237.0,1441.908,0.11015107194606394
620-75u,2.483859609,1.2480321699999999,1.020079291,18.0,0.0412,0.0418,0.0424,0.042636,88,237.0,1835.328,0.09871511947129315
620-75u,2.483859609,1.2480321699999999,1.020079291,19.0,0.0367,0.0373,0.0379,0.038046,99,237.0,2322.837,0.08843034064602881
620-75u,2.483859609,1.2480321699999999,1.020079291,20.0,0.0329,0.0335,0.034,0.034170000000000006,111,237.0,2920.077,0.0799762492544028
620-75u,2.483859609,1.2480321699999999,1.020079291,21.0,0.0293,0.0298,0.0303,0.030396,125,237.0,3703.125,0.0712674108159082
620-75u,2.483859609,1.2480321699999999,1.020079291,22.0,0.0261,0.0266,0.027,0.027132,141,237.0,4711.797,0.06405172430758493
620-75u,2.483859609,1.2480321699999999,1.020079291,23.0,0.0234,0.0239,0.0243,0.024378,157,237.0,5841.813,0.05757631875995067
620-75u,2.483859609,1.2480321699999999,1.020079291,24.0,0.0209,0.0213,0.0217,0.021726,177,237.0,7424.973,0.051556201572120916
620-75u,2.483859609,1.2480321699999999,1.020079291,25.0,0.0186,0.019,0.0194,0.01938,199,237.0,9385.437,0.0461220622999327
620-75u,2.483859609,1.2480321699999999,1.020079291,26.0,0.0166,0.017,0.0173,0.01734,222,237.0,11680.308,0.041190708014297014
620-75u,2.483859609,1.2480321699999999,1.020079291,27.0,0.0149,0.0153,0.0156,0.015606,248,237.0,14576.448,0.037272024441044965
620-75u,2.483859609,1.2480321699999999,1.020079291,28.0,0.0133,0.0137,0.014,0.013974,277,237.0,18184.773,0.033378694230732614
620-75u,2.483859609,1.2480321699999999,1.020079291,29.0,0.0119,0.0123,0.0126,0.012546,309,237.0,22628.997,0.030013534470903783
620-75u,2.483859609,1.2480321699999999,1.020079291,30.0,0.0106,0.0109,0.0112,0.011118,349,237.0,28866.837,0.026621153070440797
620-75u,2.483859609,1.2480321699999999,1.020079291,31.0,0.0094,0.0097,0.01,0.009894,393,237.0,36604.413,0.023740204663590288
